source,campaign,influencer_id,user_id,product,date,orders,revenue
Twitter,FitJuly,888,703c6a20-79ad-4cf3-b6a0-f5407a158ee5,Creatine,2025-06-13,11,6807
Facebook,PowerBoost,25,f91172ca-16ce-401c-9d01-4a5a12f40081,Whey Protein,2025-06-29,1,1052
Instagram,FitJuly,930,526c4875-2a0b-468f-b1d8-5bfecae89e7e,Creatine,2025-06-17,17,552
Instagram,PowerBoost,857,d47bbc99-4305-4813-9d21-b5dcd0e38975,Multivitamin,2025-07-12,12,725
Facebook,WellnessWave,544,9b9017dc-be58-4d66-8b07-b7d949f4e42e,Vitamin C,2025-06-24,1,2963
Instagram,PowerBoost,417,1b442051-cfa2-4dc5-9fd7-af20146879f9,Creatine,2025-05-14,12,8729
Twitter,FitJuly,758,f5aea5d7-015a-46ce-a7e6-e79a4200965b,Whey Protein,2025-06-11,10,8649
Twitter,PowerBoost,523,e89cf39c-78f4-4a04-ae8c-f520298a486e,Vitamin C,2025-06-01,18,8780
Twitter,WellnessWave,963,a1e247a9-757a-4d44-b431-490ab4909294,Vitamin C,2025-05-13,20,5725
Instagram,PowerBoost,33,9ab6f588-42d5-4bea-904c-6ac2f17748a8,Multivitamin,2025-04-30,12,1081
Instagram,SummerShred,290,d5add8c0-e6f6-4c99-80e1-75007b7912ba,Multivitamin,2025-07-03,17,4070
Instagram,FitJuly,193,5f92150f-aa85-405b-b7aa-cf5b8c70d5d8,Multivitamin,2025-06-24,8,2505
YouTube,WellnessWave,619,2a594b93-eaed-411f-86df-deb846092421,Vitamin C,2025-05-10,20,5962
Twitter,SummerShred,135,ed7f48fb-8c09-45f4-8298-0393dddc8982,Creatine,2025-06-20,20,8323
Twitter,SummerShred,47,c79ceb7c-5ccb-433b-b311-b2de933e1400,Whey Protein,2025-05-16,19,2490
Twitter,WellnessWave,46,4206b6d4-2ea6-40f5-aaf3-7339c9f3559d,Multivitamin,2025-06-22,10,3602
Instagram,PowerBoost,838,ead9ef7a-09b8-44a3-b8cc-c5d307e11fb4,Multivitamin,2025-07-10,18,5517
YouTube,PowerBoost,900,b52a577f-d3c9-43fb-9638-0bee135b17c7,Whey Protein,2025-06-12,2,7699
YouTube,WellnessWave,811,fb8d6094-54fe-475a-bc2f-8fde833dbc93,Whey Protein,2025-07-11,6,5470
Facebook,PowerBoost,187,928739c9-c055-417a-b04d-591c4ff65edc,Multivitamin,2025-04-26,9,8696
Instagram,WellnessWave,304,cdbc2880-f61b-45dd-864d-33977faca628,Vitamin C,2025-06-21,6,5623
Facebook,PowerBoost,393,df1799ea-a921-427c-b7b8-3c3aeb393eed,Vitamin C,2025-07-20,12,5506
Instagram,WellnessWave,429,266ae3b7-d1f8-4690-8eed-a0705b491fa4,Multivitamin,2025-05-03,3,8974
YouTube,SummerShred,591,fd4a3b18-f54c-4971-8a3e-809b00833089,Multivitamin,2025-07-08,11,9189
Facebook,FitJuly,611,1450eb8b-44e1-4840-a876-9fd9878b28e6,Creatine,2025-05-05,13,7080
YouTube,PowerBoost,498,82309c63-b007-4c49-b889-086bdf68192d,Multivitamin,2025-06-05,16,9868
Facebook,SummerShred,78,ec80ce19-87de-4bb3-b1d0-0660ebd9381a,Whey Protein,2025-06-07,17,8570
Facebook,PowerBoost,728,c2e37b6a-cdba-46f2-99b6-e469a137716d,Vitamin C,2025-07-15,11,7537
Facebook,SummerShred,25,619e5b5b-d338-4044-9279-e6cad9bf8110,Whey Protein,2025-06-17,16,8582
Twitter,SummerShred,461,f876a669-100e-4330-b3d0-39a20ed94ca3,Creatine,2025-06-07,18,1111
Facebook,SummerShred,723,28dd0a5b-68bf-4f64-947b-1599fa8d085f,Whey Protein,2025-07-01,4,3260
Twitter,PowerBoost,635,ff2d0509-dbba-48e7-bf8a-2c3e0bafc6e0,Vitamin C,2025-06-07,20,9132
YouTube,FitJuly,890,b6e7e467-29e5-42d3-9552-27160000b375,Creatine,2025-07-19,12,7378
YouTube,WellnessWave,925,b506138a-bdce-4a45-9b46-834df203b0b6,Vitamin C,2025-06-10,13,7006
Facebook,PowerBoost,572,7b21bf13-63a4-4ea1-a063-b4de5118a05e,Multivitamin,2025-07-04,12,6681
YouTube,FitJuly,198,7a886c3d-1896-455e-8034-89384926693f,Multivitamin,2025-07-21,17,5258
YouTube,WellnessWave,72,37cc0633-f2b9-4115-835d-69ff7d1ecd08,Whey Protein,2025-07-15,7,2121
Facebook,PowerBoost,949,72c3f60a-ca50-4501-8ace-7ee692b6d896,Multivitamin,2025-07-08,12,2670
Facebook,FitJuly,158,cdf3cc9c-70e1-4b33-a177-2f4582afa274,Vitamin C,2025-06-07,13,3735
Instagram,FitJuly,84,aa3a358b-c174-46d2-9cea-58cee9e6c2c9,Vitamin C,2025-05-04,11,6802
Instagram,SummerShred,398,9cd21a62-fcc3-4b07-9153-733979238c4b,Whey Protein,2025-05-25,17,2529
YouTube,FitJuly,902,5af99d36-2e10-4e62-9b44-8b1d4fc69161,Vitamin C,2025-06-16,19,2477
Facebook,WellnessWave,305,e3c6cd8b-add6-4d0e-b4a0-aad6298c1719,Whey Protein,2025-06-24,9,6820
Twitter,SummerShred,144,9704e7ac-db9e-4dac-8193-a2db1c1e0a72,Vitamin C,2025-05-23,18,4041
Instagram,FitJuly,270,af0229ff-6cb1-44ed-b755-32d202c92e48,Creatine,2025-05-22,15,6532
Instagram,WellnessWave,518,fef154c6-1482-4457-8cdb-8d0cb4fa374d,Vitamin C,2025-05-01,3,8510
YouTube,PowerBoost,190,2baa44a0-da79-4170-8308-57f77691f043,Whey Protein,2025-06-13,7,817
Twitter,SummerShred,411,08d30657-6ee8-4633-a673-7e75f338564d,Multivitamin,2025-06-02,11,5689
Instagram,PowerBoost,418,750f546a-f78a-4fe1-853a-ae841a8a4101,Creatine,2025-05-03,8,4076
Twitter,SummerShred,629,71575ec2-17fd-4a0a-bb0f-90d9a548ef2f,Whey Protein,2025-05-28,12,6824
Instagram,FitJuly,661,cd6981b0-7f9f-4b39-b418-2bf652892578,Creatine,2025-06-22,4,6855
Instagram,SummerShred,448,6d9fbde2-17a1-48d4-9f9a-2c0db073edcc,Creatine,2025-06-03,15,540
Facebook,WellnessWave,536,6707d703-0fd4-4c33-9458-facd43208ca4,Vitamin C,2025-06-21,17,1272
Facebook,PowerBoost,569,958814a3-565b-44e3-9139-2bd4b5cd07a4,Whey Protein,2025-06-17,6,3469
Twitter,SummerShred,311,72bb5210-1a09-4057-b1a8-0e424a415ed0,Whey Protein,2025-05-01,20,1518
Facebook,WellnessWave,692,66b9e9a7-eef5-442d-9e16-3c361d89fbc0,Whey Protein,2025-07-16,17,748
Instagram,FitJuly,406,c570ad34-ca8c-4c39-aa65-a1ff0dd193db,Whey Protein,2025-07-13,16,7090
Instagram,FitJuly,625,05591a72-db8e-4f6a-86f8-5e5ba61d4a74,Creatine,2025-05-02,4,5010
YouTube,WellnessWave,959,ac39be5d-0ad0-4f31-a193-9467f5539194,Multivitamin,2025-07-01,19,7512
YouTube,FitJuly,811,ee31e2ff-1e75-4627-a5ed-78c646a60897,Vitamin C,2025-05-27,8,1507
Instagram,WellnessWave,13,6f29fd7f-a72b-4776-89f6-bc7dd50826d5,Whey Protein,2025-05-16,8,7063
Instagram,SummerShred,182,b7cc5592-a78e-4f88-bd7d-20cd7cded062,Creatine,2025-04-23,11,9771
Instagram,SummerShred,331,cdf0f964-b9d4-4812-b5d8-8bb987b66e22,Multivitamin,2025-06-04,15,2263
YouTube,FitJuly,287,36ed5a41-aeca-48b4-9c2b-7706cc3d8ae8,Vitamin C,2025-06-20,3,3200
Instagram,PowerBoost,936,2126f95b-2468-4de1-a775-c746c9fea69a,Vitamin C,2025-05-19,3,585
Facebook,FitJuly,542,d454c96c-1753-49d6-9296-502e0b1e1068,Creatine,2025-06-25,8,1597
YouTube,SummerShred,481,d06c4d68-3c13-45c1-a6a2-de18163c9582,Vitamin C,2025-06-19,3,4477
Facebook,FitJuly,192,9f4c538f-2eec-4d13-b320-965fb9a9f41f,Multivitamin,2025-07-12,2,3334
Facebook,PowerBoost,879,04abdd8c-32b0-4ab4-957d-affd984ad82a,Vitamin C,2025-06-04,20,1702
Facebook,PowerBoost,524,021ec7b2-76a7-449f-89f8-901190955cb6,Whey Protein,2025-07-10,12,5416
Instagram,FitJuly,323,b2c0dc85-3bad-441a-a45b-36f6dcef3dbf,Multivitamin,2025-06-09,18,6889
Facebook,FitJuly,524,dd4e4f95-86ee-4759-bd8b-9ead41735b06,Multivitamin,2025-05-29,16,7997
Twitter,WellnessWave,828,63068e39-f91b-4733-916b-7cde371de907,Whey Protein,2025-06-03,16,9982
YouTube,PowerBoost,286,4c0ab84c-4cb6-4c26-9bde-aa7c05627edf,Creatine,2025-07-02,4,9238
YouTube,WellnessWave,288,5cdbb7f6-b438-4f47-8da4-08f90c9d9519,Creatine,2025-04-24,14,8924
Facebook,FitJuly,460,2b62b56c-91a6-4d94-92d5-d1d86bc41d26,Vitamin C,2025-07-06,8,3828
Facebook,SummerShred,503,6954a63f-ebda-4f66-b510-6acc9a354367,Creatine,2025-04-29,15,3844
Instagram,WellnessWave,418,c89ab825-cb80-4355-bcf8-45a42cf88b76,Multivitamin,2025-05-12,5,5072
Twitter,FitJuly,79,dff6f3f9-49c3-4140-aa31-02fc5ab94a51,Whey Protein,2025-05-11,1,6236
YouTube,PowerBoost,683,19727299-4a13-4dbf-9830-1ec194e9246c,Whey Protein,2025-06-17,19,1696
Instagram,SummerShred,862,4f0299bf-c25d-4305-b1d6-4689e343a1d2,Vitamin C,2025-06-05,1,3786
YouTube,WellnessWave,837,3debebdd-a3c9-4a07-b06a-542a533ac0a2,Whey Protein,2025-07-20,6,2128
Instagram,PowerBoost,675,57e2e9ef-ecf1-431c-b7ef-4fd824197284,Multivitamin,2025-07-14,7,9396
Instagram,FitJuly,660,38b8ff6c-211f-464f-9d2c-6dec0d8d21c9,Creatine,2025-07-07,3,6742
Twitter,SummerShred,425,204787e9-111f-4f66-9a93-dbb3b67c52e8,Creatine,2025-06-06,15,2567
Twitter,SummerShred,667,0d528b82-8b9e-4832-8b18-2578722eefee,Whey Protein,2025-06-23,19,7079
Instagram,SummerShred,394,5de938f9-2b35-448c-93bd-21d313efe03c,Vitamin C,2025-07-04,2,3426
YouTube,FitJuly,247,0d5e1eb2-3644-4207-bcb6-ee7ef215c9d4,Vitamin C,2025-05-29,14,9862
Instagram,SummerShred,815,9ac9548c-75a5-4bc8-8792-f90bd2549d79,Multivitamin,2025-05-03,2,1921
Facebook,SummerShred,517,2fb76776-05c0-427f-a858-5006f48cb0a8,Whey Protein,2025-05-22,5,6990
YouTube,SummerShred,9,65ec5b9f-8755-442e-8b98-67a00d3ce220,Whey Protein,2025-06-22,16,9806
YouTube,PowerBoost,619,199ac077-459e-498b-96f4-d68b934c44b2,Whey Protein,2025-07-10,3,3708
Facebook,WellnessWave,225,34eebc01-3c6e-4cb2-874f-73caa8661fa7,Creatine,2025-05-30,2,7354
Facebook,WellnessWave,238,eef04a00-b1f0-4f28-90ba-e3f8f4878bfd,Creatine,2025-07-12,1,4015
Facebook,SummerShred,442,6a7f0af4-bc7c-4723-b7fc-52d87a885932,Creatine,2025-05-16,1,3665
Twitter,FitJuly,458,589904b7-1017-4436-bd08-da4be47e76b4,Multivitamin,2025-05-25,10,1458
YouTube,PowerBoost,498,0f47e95b-cc12-4aaf-8834-729f8f4ff209,Multivitamin,2025-06-03,3,5563
YouTube,PowerBoost,718,fc1024fc-9459-4b51-b6e8-1f1fa25a941a,Whey Protein,2025-05-13,9,4078
Twitter,FitJuly,335,fc371ffd-9166-4cfb-95e1-c110a8be1532,Vitamin C,2025-06-15,4,4299
Facebook,PowerBoost,990,898b0928-d20e-4704-8c12-cd960176f3aa,Creatine,2025-07-10,13,8694
Instagram,SummerShred,821,bb7226dd-839a-47a9-ba48-9da253d00d7c,Vitamin C,2025-06-19,5,4306
Facebook,FitJuly,949,b2b8291e-9199-45f1-98bc-7879bbfa8b13,Whey Protein,2025-05-11,20,3677
Facebook,WellnessWave,405,9efacdcc-782c-4d4c-8825-97b781de3da7,Vitamin C,2025-06-16,13,4643
Twitter,FitJuly,758,a0522617-4da3-4fed-a72e-5dc86225b2b1,Vitamin C,2025-04-26,18,1519
Instagram,PowerBoost,421,ded8f282-b40a-458f-b837-a2063bcb4511,Multivitamin,2025-05-29,5,9055
Instagram,PowerBoost,624,0b0a031c-c73b-4cf2-bced-44bfd58cd37a,Whey Protein,2025-05-10,5,4793
Facebook,FitJuly,477,9a3da185-b1e9-42e6-8b15-9d5522bea002,Whey Protein,2025-06-19,6,6233
YouTube,WellnessWave,805,a26d6b77-6475-4b5d-93e1-9ddc37c64de6,Whey Protein,2025-04-24,19,6477
Facebook,WellnessWave,901,43deeae3-4061-4508-bec3-d016e474a1a1,Vitamin C,2025-06-11,19,4192
YouTube,FitJuly,385,e44d375c-ced1-4f4a-ad2f-7101bc7ac387,Creatine,2025-07-05,1,662
YouTube,SummerShred,742,681d901b-52b9-4c12-aa3f-94fe02408c2e,Whey Protein,2025-06-22,17,9077
Facebook,FitJuly,919,5a7cfaef-9209-4772-9e2e-b8e7f11f75d8,Vitamin C,2025-05-16,5,996
Twitter,PowerBoost,688,02806178-8a75-4b7b-a209-a4028edf5814,Vitamin C,2025-05-03,12,7833
Facebook,FitJuly,546,6a7ecf51-be66-44d8-8b28-a26f2017fc80,Whey Protein,2025-07-21,11,6781
Twitter,FitJuly,41,0a56c715-2d71-41e5-af9a-624e7ada7648,Multivitamin,2025-05-29,4,3529
Instagram,WellnessWave,53,8365ca6a-eeed-4667-a70a-56a4d45c2402,Creatine,2025-07-06,16,9533
Twitter,PowerBoost,695,32adfcf0-bf94-4e0b-a1c9-0080a8d89d14,Whey Protein,2025-04-30,14,9727
Facebook,FitJuly,150,0c5bcde4-6504-4d2d-a885-f9fd8af0952b,Whey Protein,2025-07-20,18,7049
Instagram,PowerBoost,911,3fc7af0a-1ba7-422b-b5a5-3f8e244b3110,Vitamin C,2025-05-26,19,5626
Twitter,PowerBoost,763,e1df3e03-ee5e-4a39-aa47-c0d96e6e894e,Vitamin C,2025-06-27,17,5496
YouTube,PowerBoost,753,a45fb832-2a10-4335-b2d5-1d029ef8c0e1,Vitamin C,2025-07-05,8,8280
Instagram,WellnessWave,564,fc4e0476-47b2-465f-86ea-267cc9c51759,Whey Protein,2025-06-30,9,2366
Instagram,WellnessWave,965,8deb2bf1-826b-4b75-920d-ace7954bcc18,Multivitamin,2025-06-29,7,4227
Instagram,FitJuly,319,dea011ba-13a9-4481-8d6e-d55dd50b71ec,Multivitamin,2025-07-06,17,4927
Twitter,WellnessWave,258,ffb314c5-57ee-4f00-ba72-da8636f8f542,Vitamin C,2025-05-26,6,3978
YouTube,WellnessWave,707,7767b31a-9894-4f48-87c0-593181d364a0,Vitamin C,2025-05-25,12,7988
Twitter,WellnessWave,359,818f1408-f828-453f-b415-7ca10c05611d,Whey Protein,2025-06-17,10,3502
Twitter,FitJuly,964,d4cb3129-c38b-4c14-b526-95c275c10828,Whey Protein,2025-06-21,4,4974
Twitter,PowerBoost,512,88300ad6-de34-4f0b-b82a-dc085a65bec7,Multivitamin,2025-05-29,18,9461
Twitter,FitJuly,861,757ace3d-de17-4d17-8b0f-fc650e1677e8,Vitamin C,2025-05-06,10,7921
Instagram,FitJuly,892,f2b1ebb3-5ead-4feb-a4d5-4cb73bc85a7b,Creatine,2025-06-07,4,8639
Instagram,PowerBoost,1000,68aee850-e78c-4ec1-8ee6-7a207ea65382,Vitamin C,2025-06-22,4,3649
YouTube,SummerShred,869,d669cea0-72eb-4a64-9cad-9c080f3bcbb0,Vitamin C,2025-07-16,18,5605
Instagram,WellnessWave,520,1b1939ce-e4b5-4ec4-93dd-e9e7e3d22196,Multivitamin,2025-07-06,13,1632
YouTube,PowerBoost,190,f18b0a2a-5458-4668-884c-c5365f9e62c9,Creatine,2025-05-15,16,1490
Twitter,PowerBoost,865,ed3a59eb-fda5-4d32-a4b2-0db312c18796,Creatine,2025-05-23,13,9028
Instagram,PowerBoost,911,518b058f-2036-44d0-b110-305db41fe95f,Multivitamin,2025-06-04,19,8837
Twitter,SummerShred,993,1332ca1a-7c6c-4634-8188-1038740e8f05,Creatine,2025-07-02,16,4852
YouTube,PowerBoost,247,c307bf5f-a37b-4168-a20e-5e0066ba455b,Vitamin C,2025-07-01,1,9398
Facebook,PowerBoost,69,6f893c92-db4f-44b0-ab52-b666e612b209,Whey Protein,2025-05-27,19,6277
Twitter,FitJuly,709,4baeb753-bb61-4165-ab8f-8e035b8b1429,Multivitamin,2025-07-02,4,8125
Instagram,PowerBoost,228,608fd9c1-ddb4-4078-94c9-b22caec653c0,Vitamin C,2025-04-26,14,2436
Twitter,PowerBoost,835,d359b5f5-ddbd-411a-b40a-c767a6463194,Whey Protein,2025-06-22,13,5766
Instagram,PowerBoost,112,fd6c516a-8a25-4ee6-a4c7-7f72df15964b,Creatine,2025-07-20,2,9719
YouTube,PowerBoost,721,f23b87ad-2ca3-4123-a014-127e67f6328f,Vitamin C,2025-05-18,12,1489
Instagram,PowerBoost,136,760e0fdf-6613-4c7d-9613-5fe199f6d682,Vitamin C,2025-07-12,15,2096
Facebook,PowerBoost,24,767c2bad-6e4d-4705-9ecb-2c666d42d90c,Whey Protein,2025-06-18,1,3373
YouTube,PowerBoost,615,47e6cdec-6382-42ec-aebb-12f32c534adc,Multivitamin,2025-06-09,2,7073
Twitter,FitJuly,423,fc2464e0-3f34-4a08-b8e9-d74a626f96e0,Creatine,2025-07-19,19,1159
Facebook,SummerShred,801,68981a5e-a515-4555-8b0d-2cda83f12be4,Creatine,2025-07-01,12,5586
Instagram,WellnessWave,948,b174cd27-79b7-4c85-81e8-4b0798ed699f,Creatine,2025-06-15,7,4814
Instagram,SummerShred,788,fc9afd21-a66d-4f0e-86c9-b13baea218c3,Multivitamin,2025-05-17,2,8541
Instagram,PowerBoost,774,483b91d7-1074-4b8d-b46e-561ab5811dbb,Whey Protein,2025-05-05,16,5160
Facebook,WellnessWave,648,c2c3e71b-4d05-409c-9ad3-18e12a7ee707,Multivitamin,2025-06-22,19,7666
YouTube,SummerShred,287,ae64bf57-b6d4-428e-b41c-d750f94fe371,Whey Protein,2025-06-18,3,1127
Facebook,PowerBoost,698,b9dc9c0b-2bca-42bb-a9d0-5ff4eaaaf967,Vitamin C,2025-05-23,15,4360
Twitter,PowerBoost,310,aa53fe3e-4e48-49cb-acd5-1398e93d2ac8,Creatine,2025-07-03,16,3368
Facebook,PowerBoost,847,b28774c1-fdad-4751-bd11-936e323f003e,Whey Protein,2025-05-10,13,7897
Facebook,SummerShred,846,9ce3b065-68c2-4abe-a0d9-d13795472afb,Whey Protein,2025-07-03,7,9468
Facebook,WellnessWave,732,5eff29a3-fd8c-4d84-bc32-6cfeb9de8ca1,Multivitamin,2025-05-15,20,9081
Facebook,PowerBoost,555,a2870095-71e0-4caf-8825-78422df84f19,Whey Protein,2025-05-18,14,9724
YouTube,WellnessWave,559,b352a4ce-518a-4ecc-a2f1-6cae87b511c9,Whey Protein,2025-07-20,11,8396
Twitter,SummerShred,321,816c21fe-a009-47eb-8f01-8efcc163daac,Vitamin C,2025-05-16,18,2647
Instagram,WellnessWave,832,78726e74-9baf-47c8-bf89-23907c407f6a,Whey Protein,2025-06-27,19,5829
Twitter,WellnessWave,690,c575ada2-4790-4b21-aafa-0cf40b6a1eb3,Creatine,2025-05-30,9,2107
Instagram,SummerShred,2,0274f1b2-ac86-41ad-84ff-439cb2c9dd05,Creatine,2025-04-28,10,6572
Facebook,PowerBoost,371,26659d9d-eaa0-48d1-b3d0-c679a82de04b,Whey Protein,2025-07-10,4,9838
Twitter,SummerShred,282,727bf1b5-cc87-4a77-9165-5a6dc580be53,Multivitamin,2025-06-24,3,2479
Instagram,FitJuly,777,9d625959-2276-408a-aa0f-74ee57e66696,Whey Protein,2025-05-31,2,2108
Twitter,WellnessWave,629,2dde1f45-d3d2-431d-bdd6-7949c9aa9676,Vitamin C,2025-04-29,16,7278
Twitter,FitJuly,993,4a82ea1f-3782-425d-ae5a-4557e1b83163,Creatine,2025-07-19,16,8987
Facebook,SummerShred,596,450a649b-2472-4750-95d0-833b2c484034,Multivitamin,2025-06-04,19,8941
Facebook,PowerBoost,145,e9dcf358-5589-4742-a48d-39107ac28fca,Multivitamin,2025-04-25,8,5196
Instagram,PowerBoost,637,d83c376e-c97f-4e1a-82bf-5675e8a3daad,Creatine,2025-06-09,7,3810
Facebook,PowerBoost,495,4df81380-13b3-4f86-94af-5b8468eccccd,Creatine,2025-05-02,12,2278
YouTube,SummerShred,181,9968e9d8-9156-4836-8e44-8cf7a8728532,Multivitamin,2025-05-11,9,8796
Twitter,FitJuly,606,4959ae57-15bc-4866-b4e7-d453b2fc402f,Creatine,2025-06-03,4,8102
YouTube,FitJuly,410,b056e6f1-3a26-4d18-82a0-859a1c56e1be,Multivitamin,2025-06-18,6,3560
Instagram,PowerBoost,322,eac25ffa-a06c-4cf3-9ec7-e6acfac2c89c,Vitamin C,2025-04-25,10,8941
Instagram,FitJuly,182,4c02f5c9-8048-4540-8886-cfb5caed2be2,Multivitamin,2025-05-15,4,5055
Twitter,WellnessWave,743,e7f1a5b0-77e7-4ac0-9c54-94cf0bbfeaed,Multivitamin,2025-06-04,3,6434
Instagram,PowerBoost,127,dd44dea3-cdfe-435c-8958-740d54bd2006,Whey Protein,2025-07-10,16,7951
Facebook,SummerShred,78,11be85fa-1b87-4e78-bd88-d1c982f2abe7,Multivitamin,2025-07-21,14,731
Twitter,SummerShred,610,ee21eb3e-0829-4f81-8f9a-56d7d1ee2061,Whey Protein,2025-07-14,10,690
YouTube,WellnessWave,9,9ba79858-621c-4e94-9ab1-ab89ce6c5302,Whey Protein,2025-04-25,18,1499
Facebook,WellnessWave,298,baa6dec1-cbd2-40a0-9b4a-efa59336bd6e,Whey Protein,2025-06-26,9,2391
YouTube,SummerShred,90,74d2c748-41f5-49ec-a2a2-c3201bc357bb,Vitamin C,2025-06-13,16,9905
YouTube,FitJuly,287,99b63d37-f484-45e3-b2a6-9fa277db7d2e,Creatine,2025-05-18,17,2451
Instagram,WellnessWave,137,56f3baf7-9ae3-4ca1-aab1-2da040be93f4,Whey Protein,2025-06-05,5,4056
Facebook,WellnessWave,542,697aede0-253f-494d-9aa0-cd03f48fe017,Whey Protein,2025-06-05,7,6962
YouTube,WellnessWave,937,5207ac2b-1b5d-4ad0-a106-f511048bc7f5,Creatine,2025-06-15,11,7559
YouTube,SummerShred,352,13a6b897-6686-4b6f-8778-14440bd61700,Creatine,2025-07-11,16,2569
Twitter,PowerBoost,273,6f66965f-2bac-46c1-8f18-e1cc9485b3bf,Creatine,2025-05-01,19,4922
YouTube,PowerBoost,699,21c6cccb-07aa-4c02-8af5-b8826b1403c1,Vitamin C,2025-07-10,13,5477
Twitter,FitJuly,669,6837cad0-caea-403d-bb64-1976104a1fa5,Multivitamin,2025-05-16,14,591
Instagram,WellnessWave,755,78b85fc9-b313-40ea-8b6a-87510b9703c7,Whey Protein,2025-05-19,1,1264
Twitter,PowerBoost,35,5974c6e6-b7e3-4ed1-a799-b830feb13b34,Multivitamin,2025-06-17,15,4013
YouTube,WellnessWave,497,eec731ba-b7fa-4bcd-8778-39f1306410eb,Vitamin C,2025-07-14,10,1688
Instagram,FitJuly,862,4706fb88-192f-4f02-ac87-5915adf4725b,Vitamin C,2025-05-22,12,9003
Facebook,SummerShred,656,bf3c18e7-49db-4379-a339-6a6fee992d75,Creatine,2025-06-29,16,3165
YouTube,WellnessWave,735,93a69c17-6901-4e77-8110-e0dc69511aa5,Multivitamin,2025-06-24,7,1444
Instagram,FitJuly,974,84bae2a9-8ac4-4870-958f-2c67e679d15c,Creatine,2025-05-12,20,5300
YouTube,WellnessWave,481,cd9acffb-5df9-47e1-adc7-b60228ca732f,Vitamin C,2025-07-18,17,4372
Twitter,FitJuly,963,a09c7f89-e450-4093-83bc-a1129f7ac6c7,Multivitamin,2025-06-13,15,1592
Facebook,PowerBoost,230,3b00d772-867e-4101-86ee-e74cc005f222,Whey Protein,2025-06-15,18,7814
YouTube,WellnessWave,881,aa5f9978-8ea3-43bd-824a-0a08165f9e06,Whey Protein,2025-07-05,14,7561
Twitter,SummerShred,335,d4b816ea-3478-4bb1-a187-cf1f7c5fe84e,Multivitamin,2025-06-30,2,515
YouTube,PowerBoost,909,710acdbc-3285-49a6-87fe-7b7565673773,Vitamin C,2025-06-21,9,9546
Instagram,PowerBoost,782,c810afde-fdec-4812-8a07-84c25052d7f8,Vitamin C,2025-07-04,14,3574
YouTube,SummerShred,973,6d834fc5-6971-4111-887a-cfd931d2db1e,Whey Protein,2025-05-18,6,3649
YouTube,FitJuly,161,1351400a-f8d2-4ecd-855c-60cbb572ff01,Vitamin C,2025-07-15,20,6967
Twitter,FitJuly,915,5cdf4b7c-44d7-42f5-8901-907ec6eafa3f,Multivitamin,2025-07-10,4,1898
Twitter,FitJuly,620,45afb906-9dac-4232-81ee-e259e6f014ab,Multivitamin,2025-07-15,17,4945
Instagram,PowerBoost,566,4ba2d520-3f9c-43e7-9b02-0ba1f897b11a,Creatine,2025-06-07,2,849
YouTube,WellnessWave,118,d90ffae7-71da-4910-91fa-174a3cf5f44d,Creatine,2025-06-06,17,7071
YouTube,WellnessWave,391,d98925e5-bffe-40c1-82d7-bdd463e006a6,Creatine,2025-06-06,5,9261
Instagram,SummerShred,228,2c6447f4-1aa1-49ec-9a2b-724d27583480,Creatine,2025-05-06,6,7607
Instagram,WellnessWave,196,46d3f6d6-7b92-44e6-8a84-a21e48baff83,Whey Protein,2025-07-04,9,8679
Facebook,WellnessWave,463,4701d908-dc2b-43b3-ac78-cb233a9e4b62,Creatine,2025-06-30,14,7004
Facebook,SummerShred,199,7184d9c9-6561-4cd7-9885-0551ea1849d2,Vitamin C,2025-06-26,5,949
Twitter,WellnessWave,511,bd16175d-da68-4a09-baba-41feff8661fb,Vitamin C,2025-05-12,10,8187
Twitter,PowerBoost,218,37ed3144-e407-4b29-b0a2-d20fc9a7f66b,Creatine,2025-04-28,6,4761
Facebook,FitJuly,525,d0152b3a-8e84-4434-a6a5-23d93ee51a73,Whey Protein,2025-05-31,12,6892
Instagram,PowerBoost,675,5642037d-1f1a-450e-ba74-438424548bbd,Multivitamin,2025-06-21,15,1342
YouTube,WellnessWave,209,07348076-1d3c-4a12-b593-4a0ed8cc7f5b,Whey Protein,2025-07-19,19,7911
Twitter,WellnessWave,688,afd9ec57-206d-47eb-b531-7688754c463f,Creatine,2025-07-02,13,8949
Instagram,PowerBoost,475,b1345dc5-2dd2-49e6-aaa5-3d9eade94668,Creatine,2025-05-22,20,5199
YouTube,PowerBoost,714,327b3653-b99a-47d0-99cb-15e230a4b40d,Creatine,2025-06-15,18,4527
Facebook,WellnessWave,173,7e202016-a727-4295-986a-6ef3206de095,Vitamin C,2025-06-19,12,2773
YouTube,WellnessWave,643,f65d2c16-0cb3-46e6-95b1-0f074381ab9a,Whey Protein,2025-05-15,2,5418
YouTube,PowerBoost,337,0dfa80fc-2b70-4856-9c3e-3d30f11c7838,Whey Protein,2025-06-10,13,8317
YouTube,PowerBoost,634,a14cc8f6-6c53-4d7a-b1f5-6c1c7271b4ec,Whey Protein,2025-07-02,20,1360
Facebook,PowerBoost,349,e5073b0a-7bfd-447a-9851-1462e65e9c5b,Vitamin C,2025-07-21,7,2924
Instagram,FitJuly,248,9b8791ed-764f-4e7b-b5c6-9c83b11cb74a,Whey Protein,2025-05-13,3,5647
Facebook,PowerBoost,687,1c78506c-ad4b-4a28-a76c-082518a2533b,Vitamin C,2025-05-16,17,5837
